name,rating,reviews,industry,location
Episource,3.9,(951),IT Services & Consulting,Chennai +19 other locations
Velocis Systems,3.8,(949),IT Services & Consulting,New Delhi +54 other locations
Timken,3.9,(949),Industrial Machinery,Jamshedpur +44 other locations
KMV Projects Limited,4.2,(949),Engineering & Construction,Hyderabad +71 other locations
Jubilant Pharmova,3.7,(947),Pharma,Noida +61 other locations
FLSmidth,3.5,(945),Industrial Machinery,Chennai +25 other locations
Navayuga Engineering Company,3.9,(945),Engineering & Construction,Hyderabad +74 other locations
Reliance Power,4.1,(945),Power,Singrauli +43 other locations
Aristo Pharmaceuticals,4.0,(944),Pharma,Mumbai +109 other locations
Knight Frank,4.0,(943),Real Estate,Mumbai +52 other locations
Tikona Infinet,3.4,(942),Telecom,Mumbai +45 other locations
Petrofac,4.2,(941),Oil & Gas,Chennai +42 other locations
Bhanzu,3.8,(940),EdTech,Bengaluru +14 other locations
Hathway,3.3,(939),Telecom,Mumbai +58 other locations
"Commonwealth Bank of Australia, India",2.7,(938),Financial Services,Bengaluru +14 other locations
Regulated Council of Immigration Consultants,4.9,(936),Other,Dubai +5 other locations
Godfrey Phillips India,4.0,(936),FMCG,New Delhi +125 other locations
LanceSoft,3.2,(936),Recruitment,Hyderabad +31 other locations
Volvo,4.0,(936),Automobile,Bengaluru +40 other locations
Tafe Motors & Tractors,3.9,(935),Industrial Machinery,Bhopal +73 other locations
CIEL HR,3.9,(935),Recruitment,Bengaluru +112 other locations
Sandhar Technologies,3.7,(933),Auto Components,Gurugram +32 other locations
Bayer,4.0,(932),Pharma,Bengaluru +117 other locations
FastInfo,4.2,(931),Internet,Kolkata +8 other locations
Naukri,4.1,(931),Internet,Noida +71 other locations
Apotex Research,3.7,(930),Pharma,Bengaluru +14 other locations
Medhaj Techno Concept,4.0,(928),Management Consulting,Lucknow +152 other locations
Intellipaat Software Solutions,3.9,(928),EdTech,Bengaluru +17 other locations
Medha Servo Drives,4.2,(927),Electrical Equipment,Hyderabad +56 other locations
Target,4.0,(927),Retail,Bengaluru +18 other locations
SKH Metals,4.0,(924),Auto Components,Gurugram +27 other locations
Schlumberger,3.7,(923),Oil & Gas,Pune +36 other locations
GE Healthcare,3.9,(923),Medical Equipment,Bengaluru +35 other locations
Sundaram Clayton,3.9,(923),Auto Components,Chennai +30 other locations
Aircel,4.4,(922),Telecom,New Delhi +113 other locations
Netscribes,2.7,(922),Analytics & KPO,Kolkata +17 other locations
Steag Energy Services,4.3,(921),Power,Jharsuguda +65 other locations
Test Yantra Software Solutions,3.0,(921),IT Services & Consulting,Bengaluru +19 other locations
Re Sustainability Limited,3.8,(920),Waste Management,Hyderabad +85 other locations
Nirma,4.2,(919),FMCG,Bhavnagar +67 other locations
Deepak Fertilisers and Petrochemicals,4.0,(919),Chemicals,Mumbai +58 other locations
OCS Group,4.1,(921),Facility Management Services,Mumbai +57 other locations
Experis IT,3.0,(919),Recruitment,Bengaluru +34 other locations
Aviva Life Insurance India,3.5,(919),Insurance,Gurugram +123 other locations
Neel Metal Products,4.0,(917),Auto Components,Gurugram +38 other locations
Nityo Infotech,3.3,(914),IT Services & Consulting,Bengaluru +32 other locations
HomeLane,3.3,(914),Architecture & Interior Design,Bengaluru +36 other locations
Greenlam Industries,4.1,(913),Furniture & Furnishing,New Delhi +120 other locations
Alok Industries,3.5,(911),Fashion & Textile,Dadra & Nagar Haveli +34 other locations
Simplilearn,3.9,(911),EdTech,Bengaluru +10 other locations
Ashirvad Pipes,3.8,(911),Building Material,Bengaluru +110 other locations
HT Media,3.1,(910),Media & Entertainment,New Delhi +44 other locations
Michelin,3.6,(909),Auto Components,Pune +46 other locations
Wakefit,3.9,(909),Furniture & Furnishing,Bengaluru +59 other locations
Yashoda Hospitals,3.9,(908),Healthcare,Hyderabad +30 other locations
MAS Financial Services Ltd,3.6,(910),NBFC,Ahmedabad +145 other locations
M3M India,4.1,(907),Real Estate,Gurugram +11 other locations
Bosch Chassis Systems,4.1,(905),Auto Components,Pune +25 other locations
Egis India Consulting Engineers,4.2,(904),Engineering & Construction,Gurugram +112 other locations
Musashi Auto Parts,3.8,(903),Auto Components,Bengaluru +27 other locations
Vijay Sales,4.1,(902),Retail,Mumbai +52 other locations
Orient Electric,3.7,(903),Consumer Electronics & Appliances,New Delhi +89 other locations
Zudio,3.9,(901),Retail,New Delhi +141 other locations
Vedanta Resources,3.7,(899),Metals & Mining,Jharsuguda +72 other locations
Sona Comstar,4.0,(898),Auto Components,Gurugram +26 other locations
Volkswagen,4.1,(894),Automobile,Pune +102 other locations
ACL Digital,3.6,(895),IT Services & Consulting,Bengaluru +28 other locations
Updater Services,3.7,(895),Facility Management Services,Chennai +100 other locations
Ageas Federal Life Insurance,3.4,(892),Insurance,Mumbai +126 other locations
TNQ Tech Private Limited,3.5,(891),Printing & Publishing,Chennai +14 other locations
Carborundum Universal Limited,3.7,(890),Industrial Machinery,Chennai +132 other locations
Nibav Lifts,4.0,(889),Industrial Machinery,Chennai +41 other locations
Satya MicroCapital,3.7,(889),NBFC,New Delhi +190 other locations
AJIO,3.6,(888),Internet,Bengaluru +199 other locations
RAMTeCH Software Solutions,3.7,(887),IT Services & Consulting,Hyderabad +35 other locations
Ups Logistics,3.6,(888),Logistics,Pune +38 other locations
Truhome Finance,3.6,(887),Financial Services,Mumbai +162 other locations
Marks & Spencer,3.9,(886),Retail,New Delhi +61 other locations
H&M,3.8,(886),Fashion & Textile,Bengaluru +57 other locations
BGR Energy Systems,3.9,(884),Engineering & Construction,Chennai +53 other locations
Wipro PARI,3.3,(884),Industrial Automation,Pune +26 other locations
Tata Chemicals,3.9,(883),Chemicals,Jamnagar +84 other locations
Centum Electronics,3.5,(884),Electronics Manufacturing,Bengaluru +18 other locations
Silaris Informations,2.9,(882),BPO,New Delhi +22 other locations
Nlb Services,3.6,(881),Recruitment,Noida +20 other locations
Acme Cleantech Solutions,4.0,(883),Power,Gurugram +103 other locations
Epsilon,3.6,(880),Marketing & Advertising,Bengaluru +16 other locations
WSP,4.2,(879),Management Consulting,Bengaluru +32 other locations
WSP,4.2,(879),Management Consulting,Bengaluru +32 other locations
IDEMIA,3.8,(879),Electronics Manufacturing,Noida +54 other locations
Magna International,3.8,(878),Auto Components,Pune +22 other locations
Alorica,3.0,(879),BPO,Bengaluru +16 other locations
Tata Starbucks,4.0,(876),Hospitality,Mumbai +60 other locations
Shilpa Medicare,3.4,(876),Pharma,Hyderabad +30 other locations
Athena BPO,3.3,(875),BPO,Mumbai +38 other locations
Parag Milk Foods,3.9,(874),Food Processing,Mumbai +90 other locations
Future Focus Infotech,3.3,(874),IT Services & Consulting,Bengaluru +58 other locations
Torry Harris Integration Solutions,4.1,(873),IT Services & Consulting,Bengaluru +10 other locations
Next Education India,3.2,(873),EdTech,Hyderabad +95 other locations
Ather Energy,4.1,(872),Automobile,Bengaluru +73 other locations
India Shelter Finance Corporation,3.8,(871),NBFC,Gurugram +185 other locations
Panacea Biotec,3.5,(871),Biotechnology,Baddi +74 other locations
C.R.I. Pumps,3.9,(871),Industrial Machinery,Coimbatore +70 other locations
MOURI Tech,3.6,(870),IT Services & Consulting,Hyderabad +10 other locations
Fedbank Financial Services,4.0,(870),NBFC,Mumbai +166 other locations
National Health Mission,3.4,(870),Healthcare,Guwahati +282 other locations
Parekh Integrated Services,4.0,(867),Logistics,Mumbai +75 other locations
Nexdigm,3.7,(868),Management Consulting,Pune +13 other locations
Rohan Builders,4.1,(867),Real Estate,Pune +67 other locations
Precision Infomatic M Pvt Ltd,3.8,(863),IT Services & Consulting,Chennai +90 other locations
UKG,2.9,(864),Software Product,Noida +12 other locations
Tata Hitachi Construction Machinery,4.0,(864),Industrial Machinery,Kharagpur +77 other locations
Porter,3.5,(864),Internet,Bengaluru +32 other locations
enGen Global,3.9,(861),IT Services & Consulting,Chennai +6 other locations
Metso,4.1,(862),Metals & Mining,Alwar +48 other locations
LEAD School,3.2,(860),EdTech,Mumbai +103 other locations
Patel Infrastructure Limited,4.3,(860),Engineering & Construction,Vadodara +60 other locations
Tata Power Solar,4.1,(860),Power,Bengaluru +90 other locations
Bechtel,3.9,(859),Engineering & Construction,Gurugram +31 other locations
Swaraj Tractors,4.0,(859),Automobile,Sahibzada Ajit Singh Nagar +107 other locations
Casagrand,3.8,(857),Real Estate,Chennai +19 other locations
Shaktiman Tirth Agro Technology,3.8,(857),Industrial Machinery,Rajkot +67 other locations
Rico Auto Industries,3.8,(858),Auto Components,Gurugram +32 other locations
Impact Infotech Pvt. Ltd.,3.4,(856),IT Services & Consulting,Mumbai +76 other locations
Clarivate,3.7,(856),Analytics & KPO,Bengaluru +17 other locations
KGISL,3.0,(854),IT Services & Consulting,Coimbatore +21 other locations
Victora Auto Private Limited,3.9,(853),Auto Components,Faridabad +31 other locations
Jaya Hind Industries,3.7,(852),Auto Components,Pune +37 other locations
Union Bank of India,3.8,(851),Banking,Mumbai +152 other locations
AuthBridge Research Services,3.2,(850),IT Services & Consulting,Gurugram +21 other locations
Royal Sundaram General Insurance,3.7,(850),Insurance,Chennai +107 other locations
Sutherland Healthcare Solutions,3.7,(849),Analytics & KPO,Hyderabad +14 other locations
Shivalik Small Finance Bank,4.2,(850),Banking,Noida +42 other locations
Mahindra First Choice,3.8,(849),Internet,Mumbai +118 other locations
Mahindra Tractors,4.1,(847),Automobile,Nagpur +126 other locations
Sanden Vikas,4.0,(846),Auto Components,Faridabad +33 other locations
Guardian India,3.7,(846),Insurance,Chennai +14 other locations
Fareportal,3.0,(845),Travel & Tourism,Gurugram +14 other locations
IBS Software Services,3.5,(845),Software Product,Kochi +19 other locations
Serco,4.2,(844),Analytics & KPO,Mumbai +41 other locations
HP India,3.8,(843),Consumer Electronics & Appliances,Bengaluru +63 other locations
Rockwell Automation,3.7,(841),Industrial Automation,Pune +22 other locations
Bank of India,4.0,(842),Banking,Mumbai +184 other locations
Duck Creek Technologies,4.5,(840),Software Product,Mumbai +9 other locations
Eris Lifesciences,3.6,(840),Pharma,Ahmedabad +92 other locations
Greaves Cotton,4.0,(839),Travel & Tourism,Chhatrapati Sambhajinagar +50 other locations
Integra Software Services,3.8,(840),IT Services & Consulting,Puducherry +19 other locations
Baxter International,3.8,(837),Healthcare,Bengaluru +33 other locations
Baxter International,3.8,(837),Healthcare,Bengaluru +33 other locations
Encore Capital Group,3.8,(835),Financial Services,Gurugram +8 other locations
Medusind Solutions,3.4,(835),IT Services & Consulting,Chennai +11 other locations
FIITJEE,3.2,(835),Education & Training,New Delhi +47 other locations
Lumen Technologies,3.9,(835),Hardware & Networking,Bengaluru +14 other locations
BDO,3.2,(834),Accounting & Auditing,Mumbai +34 other locations
Arvind Lifestyle Brands,4.0,(834),Fashion & Textile,Bengaluru +86 other locations
Feedback Infrastructure Services,3.4,(832),Engineering & Construction,Gurugram +129 other locations
Artech Infosystems,3.3,(832),Recruitment,Bengaluru +21 other locations
Consolidated Contractors,4.3,(831),Engineering & Construction,Mumbai +55 other locations
Ford Business Solutions,4.1,(831),IT Services & Consulting,Chennai +51 other locations
Zydus Healthcare,4.0,(832),Pharma,Mumbai +108 other locations
Teamware Solutions,4.2,(830),Recruitment,Hyderabad +24 other locations
eTeam,3.2,(830),Recruitment,Bengaluru +21 other locations
RR kabel,4.1,(829),Electrical Equipment,Vadodara +117 other locations
Rashmi Group,3.5,(829),Iron & Steel,Kharagpur +31 other locations
Principal Global Services,3.6,(829),Insurance,Pune +11 other locations
Five-Star Business Finance,4.1,(829),NBFC,Chennai +249 other locations
Freshworks,3.3,(828),Software Product,Chennai +46 other locations
Poly Medicure,3.5,(827),Medical Equipment,Faridabad +47 other locations
Rodic Consultants,4.2,(827),Engineering & Construction,New Delhi +134 other locations
K Raheja Corp,4.2,(827),Hospitality,Mumbai +16 other locations
DBG Technology,3.6,(826),Electronics Manufacturing,Rewari +25 other locations
Ramco Systems,3.7,(825),Software Product,Chennai +28 other locations
Syneos Health,3.6,(826),Clinical Research,Gurugram +17 other locations
Y-Axis Overseas Careers,4.1,(824),Other,Hyderabad +17 other locations
Bpo Convergence,3.4,(824),BPO,Hyderabad +37 other locations
Waaree Energies,4.0,(824),Power,Surat +54 other locations
Linde India,3.9,(822),Chemicals,Vadodara +57 other locations
Vastu Housing Finance,4.1,(822),NBFC,Mumbai +175 other locations
Sunbeam Auto,3.9,(820),Auto Components,Gurugram +30 other locations
Advik Hi Tech,3.7,(820),Auto Components,Pune +30 other locations
Prama Hikvision India,3.5,(821),Electronics Manufacturing,Mumbai +56 other locations
Huhtamaki,4.0,(819),Packaging,Mumbai +44 other locations
Punj Lloyd,3.9,(818),Engineering & Construction,Gurugram +70 other locations
Qualitest,3.6,(818),IT Services & Consulting,Bengaluru +22 other locations
Ascendion,3.2,(817),IT Services & Consulting,Bengaluru +16 other locations
Dineshchandra R. Agrawal Infracon,4.0,(816),Engineering & Construction,Ahmedabad +83 other locations
Qinecsa Solutions,2.7,(816),Clinical Research,Mysuru +18 other locations
Praj Industries,4.0,(815),Biotechnology,Pune +46 other locations
Ugro Capital,3.7,(815),NBFC,Mumbai +171 other locations
Aequs,3.4,(813),Defence & Aerospace,Belagavi +13 other locations
JK Paper,3.8,(812),Pulp & Paper,Rayagada +52 other locations
Vijaya Diagnostic Centre,3.8,(812),Healthcare,Hyderabad +40 other locations
Investors Clinic,3.6,(812),Real Estate,Noida +36 other locations
Bill Gosling Outsourcing India,3.5,(810),Gurugram +13 other locations,
Jio-bp,3.6,(809),Oil & Gas,Mumbai +105 other locations
Credence Resource Management,3.0,(809),BPO,Pune +9 other locations
Progressive Techserve,3.2,(807),IT Services & Consulting,Noida +68 other locations
Amber Enterprises India,3.9,(809),Electronics Manufacturing,Gurugram +44 other locations
RenewBuy,3.3,(807),Internet,Gurugram +108 other locations
Universal Sompo General Insurance,4.3,(807),Insurance,Mumbai +126 other locations
Prince Pipes & Fittings,4.2,(805),Building Material,Mumbai +87 other locations
Fluor Corporation,4.1,(805),Engineering & Construction,Gurugram +24 other locations
Border Security Force,4.4,(805),Law Enforcement & Security,New Delhi +112 other locations
PUMA,4.1,(804),Fashion & Textile,Bengaluru +100 other locations
Novac Technology Solutions,3.5,(804),Software Product,Chennai +24 other locations
THE LEELA PALACES HOTELS & RESORTS,4.0,(803),Hospitality,New Delhi +34 other locations
Ramkrishna Forgings,3.4,(803),Auto Components,Jamshedpur +28 other locations
Eveready Industries,3.9,(802),Consumer Electronics & Appliances,Kolkata +111 other locations
Ramkrishna Forgings,3.4,(803),Auto Components,Jamshedpur +28 other locations
Engineers India,4.2,(801),Engineering & Construction,New Delhi +84 other locations
Chennai Radha Engineering Works,3.9,(801),Engineering & Construction,Chennai +59 other locations
IFFCO,4.1,(801),Agro Chemicals,New Delhi +119 other locations
Zidio Development,4.4,(800),IT Services & Consulting,Bengaluru +35 other locations
Zuventus Healthcare,3.9,(800),Pharma,Mumbai +102 other locations
Somany Ceramics,4.2,(800),Building Material,New Delhi +87 other locations
Radical Minds,2.9,(798),BPO,Gurugram +13 other locations
Hitachi,3.9,(798),Industrial Machinery,Bengaluru +90 other locations
Action Construction Equipment,3.7,(797),Industrial Machinery,Faridabad +60 other locations
Wipro Consumer Care & Lighting,3.7,(797),FMCG,Bengaluru +118 other locations
Rallis India,4.0,(797),Agro Chemicals,Ankleshwar +121 other locations
Nippon Koei India,4.7,(797),Engineering & Construction,New Delhi +70 other locations
Careernet,3.5,(796),Recruitment,Bengaluru +24 other locations
Intex Technologies,3.7,(795),Consumer Electronics & Appliances,New Delhi +77 other locations
Ask Automotive,4.2,(797),Auto Components,Gurugram +29 other locations
Maveric Systems,3.3,(795),IT Services & Consulting,Chennai +11 other locations
Franklin Templeton Investments,3.8,(794),Financial Services,Hyderabad +33 other locations
Petpooja,3.9,(794),Software Product,Ahmedabad +77 other locations
Denave,3.4,(792),Marketing & Advertising,Noida +71 other locations
Jai Balaji Group,3.2,(793),Iron & Steel,Durgapur +41 other locations
Microtek International,3.7,(792),Consumer Electronics & Appliances,New Delhi +119 other locations
Indo Autotech,4.0,(793),Auto Components,Faridabad +34 other locations
Hilti,3.4,(791),Industrial Machinery,Gurugram +48 other locations
Axtria,2.7,(790),Software Product,Gurugram +8 other locations
Cigniti Technologies,3.8,(788),IT Services & Consulting,Hyderabad +9 other locations
Travel Food Services Ltd,4.1,(788),Hospitality,Mumbai +36 other locations
NTT,3.9,(787),IT Services & Consulting,Mumbai +43 other locations
JM Financial,3.8,(787),Financial Services,Mumbai +73 other locations
Toyo Engineering,4.0,(787),Engineering & Construction,Mumbai +46 other locations
People Tech Group,2.3,(785),IT Services & Consulting,Hyderabad +13 other locations
First Advantage,3.4,(785),Recruitment,Bengaluru +12 other locations
Creative Synergies Group,3.9,(785),IT Services & Consulting,Bengaluru +9 other locations
Pratap Technocrats,3.7,(785),Telecom,Pune +122 other locations
Edubridge Learning,3.9,(784),EdTech,Mumbai +63 other locations
Hitachi Digital Services,3.5,(783),IT Services & Consulting,Hyderabad +16 other locations
Forever Living Products,4.2,(782),Fitness & Wellness,Mumbai +96 other locations
Allied Digital Services,3.2,(782),IT Services & Consulting,Mumbai +58 other locations
Ksb Pumps,3.7,(781),Industrial Machinery,Pune +39 other locations
Fleetguard Filters Private Limited,4.3,(781),Auto Components,Pune +87 other locations
Skill Lync,3.1,(780),EdTech,Chennai +17 other locations
Lea Associates South Asia,4.3,(780),Engineering & Construction,New Delhi +142 other locations
Neurealm,3.4,(779),IT Services & Consulting,Chennai +18 other locations
Forvia Hella,3.7,(779),Auto Components,Pune +32 other locations
Lenovo,4.0,(779),Consumer Electronics & Appliances,Bengaluru +83 other locations
Reliance Smart,4.1,(780),Retail,Hyderabad +251 other locations
Wapcos,3.2,(778),Engineering & Construction,New Delhi +151 other locations
Fidelity International,3.6,(777),Financial Services,Gurugram +14 other locations
Bunge India,3.9,(776),Food Processing,Sahibzada Ajit Singh Nagar +72 other locations
Bses Rajdhani Power,3.9,(776),Power,New Delhi +22 other locations
JioStar,3.5,(776),Media & Entertainment,Mumbai +42 other locations
Wabtec,3.9,(777),Auto Components,Bengaluru +33 other locations
Alivus Life Sciences,3.8,(777),Pharma,Ankleshwar +22 other locations
ManipalCigna Health Insurance,3.7,(776),Insurance,Mumbai +135 other locations
Quatrro Business Support Services,3.2,(775),Recruitment,Gurugram +15 other locations
Celebal Technologies,3.0,(773),IT Services & Consulting,Jaipur +24 other locations
Creambell,3.8,(773),Hospitality,New Delhi +105 other locations
Amadeus,3.7,(772),Software Product,Bengaluru +14 other locations
Central Industrial Security Force,4.3,(772),Law Enforcement & Security,New Delhi +89 other locations
Assystem,3.2,(771),Engineering & Construction,Chennai +68 other locations
VA Tech Wabag,3.8,(771),Waste Management,Chennai +54 other locations
Aurigo Software Technologies,4.6,(771),Software Product,Bengaluru +6 other locations
Padget Electronics,3.7,(770),Electronics Manufacturing,Noida +17 other locations
BNP Paribas India Solutions,3.6,(769),IT Services & Consulting,Mumbai +10 other locations
Protiviti,3.0,(770),Management Consulting,Gurugram +28 other locations
National Informatics Centre,3.9,(767),Government,New Delhi +77 other locations
Times Internet,3.4,(767),Internet,Noida +24 other locations
CMS Computers Limited (INDIA),3.7,(765),IT Services & Consulting,New Delhi +78 other locations
Orion Edutech,3.3,(764),EdTech,Kolkata +115 other locations
Exicom,4.0,(765),Semiconductors,Gurugram +31 other locations
HSBC Software Development,4.0,(764),Software Product,Pune +8 other locations
Wipro Infrastructure Engineering,3.7,(764),Industrial Machinery,Bengaluru +37 other locations
TO THE NEW,3.6,(764),IT Services & Consulting,Noida +20 other locations
Zee Entertainment Enterprises,3.4,(763),Media & Entertainment,Mumbai +35 other locations
Sharda Motor Industries,3.7,(762),Auto Components,Chennai +27 other locations
McDermott International,4.2,(763),Engineering & Construction,Chennai +33 other locations
Steel Authority Of India,4.0,(761),Iron & Steel,Bokaro +54 other locations
Mindsprint,3.5,(761),IT Services & Consulting,Chennai +10 other locations
Transrail Lighting,3.9,(760),Engineering & Construction,Mumbai +99 other locations
Vaaman Engineers,3.7,(760),Engineering & Construction,Jharsuguda +47 other locations
Better.com,3.0,(759),Financial Services,Gurugram +9 other locations
India Japan Lighting,4.1,(759),Auto Components,Chennai +29 other locations
Ameriprise Financial,3.7,(759),Financial Services,Gurugram +11 other locations
UnitedLex,2.6,(758),Analytics & KPO,New Delhi +13 other locations
Neuland Laboratories,4.0,(761),Pharma,Hyderabad +7 other locations
Veradigm,3.7,(759),Software Product,Pune +9 other locations
Samsung E&A,4.0,(757),Engineering & Construction,Noida +47 other locations
Brane Enterprises,2.1,(757),Software Product,Hyderabad +12 other locations
Finolex Cables,3.7,(755),Electrical Equipment,Pune +76 other locations
Greenply,3.8,(757),Building Material,Kolkata +97 other locations
Religare,3.6,(754),Financial Services,New Delhi +98 other locations
BCD Travel,4.3,(754),Travel & Tourism,Bengaluru +11 other locations
Eastman Auto and Power Limited,3.9,(755),Electronics Manufacturing,Gurugram +72 other locations
LifeCell International,3.3,(753),Biotechnology,Chennai +76 other locations
Dunzo,3.5,(753),Internet,Bengaluru +21 other locations
India Cements,3.8,(752),Building Material,Chennai +93 other locations
Writer Information Management Services,3.1,(752),BPO,Mumbai +70 other locations
Mott MacDonald,3.9,(753),Management Consulting,Mumbai +49 other locations
RITES,3.9,(751),Engineering & Construction,Gurugram +90 other locations
Hapag-Lloyd,3.8,(751),Ports & Shipping,Chennai +16 other locations
Livguard,3.9,(753),Electronics Manufacturing,Gurugram +86 other locations
Integreon,3.2,(751),BPO,Mumbai +12 other locations
CADD Centre Training Services,3.9,(751),Education & Training,Chennai +132 other locations
Bitwise Solutions,3.6,(751),IT Services & Consulting,Pune +9 other locations
ESL Steel,3.8,(750),Iron & Steel,Bokaro +25 other locations
1 India Family Mart,4.6,(750),Retail,New Delhi +98 other locations
Primus Global Technologies,3.7,(749),IT Services & Consulting,Bengaluru +27 other locations
Volkswagen Group Digital Solutions [India],3.9,(750),IT Services & Consulting,Pune +15 other locations
Stellantis,3.4,(748),Automobile,Chennai +17 other locations
Isuzu Motors,4.2,(747),Automobile,Chennai +39 other locations
Google Operations Center,3.5,(747),BPO,Hyderabad +14 other locations
Smollan Group,3.9,(747),Marketing & Advertising,Mumbai +144 other locations
EMERSON PROCESS MANAGEMENT,4.1,(749),Industrial Automation,Pune +31 other locations
Sterling Tools,4.5,(747),Auto Components,Faridabad +16 other locations
Electrosteel Casting,3.6,(745),Building Material,Kolkata +31 other locations
Care Hospital,4.1,(745),Healthcare,Hyderabad +43 other locations
JSW Energy,4.1,(746),Power,Mumbai +80 other locations
Boeing,3.8,(744),Aviation,Bengaluru +13 other locations
Rackspace,3.7,(742),IT Services & Consulting,Gurugram +15 other locations
ASG Eye Hospital,3.5,(742),Healthcare,Jaipur +77 other locations
Eugia Pharma Specialities,4.0,(742),Pharma,Hyderabad +18 other locations
SLK Global Services,4.0,(741),BPO,Bengaluru +9 other locations
Redcliffe Labs,4.0,(741),Healthcare,Noida +83 other locations
Trianz,3.6,(741),IT Services & Consulting,Hyderabad +9 other locations
Galfar,3.8,(741),Engineering & Construction,Muscat +39 other locations
LG Soft India,2.7,(740),IT Services & Consulting,Bengaluru +15 other locations
Sun Life Financial,3.8,(739),Financial Services,Gurugram +12 other locations
B. G. Shirke Construction Technology,4.2,(739),Engineering & Construction,Pune +26 other locations
Evision Technoserve,4.8,(739),IT Services & Consulting,Pune +44 other locations
Deepak Nitrite,3.9,(739),Chemicals,Vadodara +20 other locations
Mswipe Technologies,3.2,(739),FinTech,Mumbai +97 other locations
Delta Electronics,3.8,(737),Electronics Manufacturing,Bengaluru +45 other locations
OLX India,3.7,(737),Internet,Gurugram +57 other locations
Sterlite Power,4.1,(737),Power,New Delhi +84 other locations
The Akshaya Patra Foundation,4.4,(736),Non-Profit,Bengaluru +68 other locations
BDO India LLP,3.2,(736),Accounting & Auditing,Mumbai +36 other locations
McKinsey & Company,3.8,(735),Management Consulting,Gurugram +25 other locations
V-Trans,3.8,(734),Logistics,Mumbai +93 other locations
GirnarSoft,3.6,(734),IT Services & Consulting,Gurugram +53 other locations
R.V.R. PROJECTS,3.9,(734),Engineering & Construction,Hyderabad +69 other locations
Mitsubishi Electric India,4.2,(733),Electronics Manufacturing,Pune +52 other locations
Indusind Marketing & Financial Services,3.6,(732),Financial Services,Chennai +274 other locations
Ag Industries,3.9,(731),Auto Components,Gurugram +32 other locations
Expleo Solutions,3.5,(729),IT Services & Consulting,Chennai +15 other locations
Genus Power Infrastructures,3.9,(728),Electronics Manufacturing,Jaipur +89 other locations
Home First Finance Company India,3.5,(728),NBFC,Mumbai +105 other locations
AI Airport Services,3.3,(729),Aviation,Mumbai +60 other locations
Molex,3.9,(727),Electronics Manufacturing,Bengaluru +17 other locations
Adidas,3.9,(727),Fashion & Textile,Gurugram +69 other locations
Turtlemint,3.7,(727),Internet,Mumbai +116 other locations
Koch Business Solutions,3.1,(727),IT Services & Consulting,Bengaluru +11 other locations
Vertex Customer Solutions,3.5,(725),IT Services & Consulting,Chennai +33 other locations
Lavender Technology,4.9,(724),IT Services & Consulting,Bengaluru +8 other locations
Nvidia,3.5,(724),Hardware & Networking,Pune +19 other locations
Bristlecone,3.6,(723),IT Services & Consulting,Bengaluru +14 other locations
TDK India Private Limited,3.9,(723),Semiconductors,Nashik +26 other locations
bp,3.7,(723),Oil & Gas,Pune +15 other locations
ReSource Pro,3.7,(724),BPO,Bengaluru +9 other locations
Tredence,3.3,(723),IT Services & Consulting,Bengaluru +9 other locations
Tavant Technologies,3.8,(722),IT Services & Consulting,Bengaluru +13 other locations
Razorpay,3.4,(724),FinTech,Bengaluru +27 other locations
DuPont,4.2,(722),Waste Management,Hyderabad +46 other locations
Rentokil Pest Control,3.5,(721),Facility Management Services,Mumbai +111 other locations
Bikanervala,3.8,(721),FMCG,New Delhi +70 other locations
Kissht Finance,4.0,(720),FinTech,Mumbai +96 other locations
URC Construction,3.6,(719),Engineering & Construction,Chennai +52 other locations
Shalby Hospitals,4.2,(718),Healthcare,Ahmedabad +23 other locations
Bahwan CyberTek,3.3,(718),IT Services & Consulting,Chennai +21 other locations
Thriveni Earthmovers,3.9,(717),Metals & Mining,Jamshedpur +47 other locations
NecLife,3.6,(717),Pharma,Chandigarh +31 other locations
Medreich,3.8,(716),Pharma,Bengaluru +15 other locations
ffreedom app,3.4,(716),Internet,Bengaluru +26 other locations
BSH Home Appliances Group,3.8,(716),Consumer Electronics & Appliances,Bengaluru +60 other locations
Biba Apparels,3.5,(716),Fashion & Textile,New Delhi +97 other locations
Cotiviti,3.5,(714),Analytics & KPO,Hyderabad +10 other locations
KreditBee,3.5,(715),FinTech,Bengaluru +27 other locations
Goodyear,3.4,(713),Auto Components,Chhatrapati Sambhajinagar +66 other locations
uFaber,2.2,(712),Education & Training,Mumbai +24 other locations
Infor Global Solution,3.9,(712),Software Product,Hyderabad +9 other locations
Apple,4.3,(711),Consumer Electronics & Appliances,Bengaluru +107 other locations
Lovely Professional University,3.3,(710),Education & Training,Jalandhar +29 other locations
Gartner,3.8,(710),Management Consulting,Gurugram +18 other locations
Diebold Nixdorf,3.6,(710),Software Product,Hyderabad +45 other locations
Raychem RPG,3.7,(710),Electrical Equipment,Mumbai +34 other locations
XcelServ Solutions,4.4,(708),IT Services & Consulting,New Delhi +33 other locations
Amrit Cement,3.9,(708),Building Material,Guwahati +51 other locations
PrimEra Medical Technologies,3.5,(707),IT Services & Consulting,Hyderabad +14 other locations
Wolters Kluwer,3.8,(706),Software Product,Pune +16 other locations
Visteon,3.1,(706),Auto Components,Chennai +21 other locations
Wow Momo Foods,4.1,(706),Hospitality,Kolkata +66 other locations
Central Bank of India,3.9,(705),Banking,Mumbai +210 other locations
